,text,author,replying_to
16024,@VinceSchilling I told him to not tell me what he thinks I need to call myself. He looked like he was from India. That everyone from America,_NativeInLA,VinceSchilling
16025,@VinceSchilling so beautiful. so powerful. it's the one thing that makes me stop in my tracks. can't explain it. but you know what i mean,Gluonsrule,VinceSchilling
16026,"@VinceSchilling thank you for this, cousin. i was drawn to the jingle dress dance as a kid &amp; when it was explained to me-- made total sense.",Gluonsrule,VinceSchilling
16027,@VinceSchilling Hi! @AJStream is talking #MagicInNorthAmerica and cultural rep TUES. DM for more details?,Nuri_ibrahim,VinceSchilling
16028,"@VinceSchilling thanks for follow; some other Native Warriors I know are
@KrazedHorse @cherokeesher2 @LadyJudi @MsRock4Ever #FF ??",NaphiSoc,VinceSchilling
16029,".@VinceSchilling in a world that is apparently going to give us Sharknado 1-20, Vampire Kittens in Space makes perfect sense",TWeaver14,VinceSchilling
16030,"@VinceSchilling @Dior not a johnny depp fan. throwing stuff, driving recklessly, digging dust, eyeliner. in fact, i found this funny",ifitweremydream,VinceSchilling
16031,@VinceSchilling let me assure you I have no plans to culturally appropriate your meal. 😉,awedgewood,VinceSchilling
16032,@VinceSchilling @Showtime @SHO_Penny thanks Vincent,WesleyStudi,VinceSchilling
16033,@VinceSchilling @nbc @ABCNetwork @theGrio it was a GOOD call. Even I as a woman don't know what breast feeding has to do with lingerie.,Cajunwealth,VinceSchilling
16034,@VinceSchilling I'm in the Penny Dreadful fandom and I did not know that Wes Studi was in S3!! *clicks link at Warp 11*,fangirlsmash,VinceSchilling
16035,@VinceSchilling @WesleyStudi @Showtime @SHO_Penny I love him as a actor and being native,hutchmichael197,VinceSchilling
16036,@VinceSchilling What's the story with this dude? ➡ https://t.co/86qur3qOiO,blur_girl,VinceSchilling
16037,@VinceSchilling @MsRock4Ever   Wonderful!,JMteacher_40,VinceSchilling
16038,@VinceSchilling @DelSchilling a mini firecracker... nice doo. have a nice nite you two.,teaontea,VinceSchilling
16039,"@VinceSchilling @DelSchilling A shiny spirit with a hint of ""I'll mess you up if you mess with mine"". :)",DanielKsilent,VinceSchilling
16040,"@VinceSchilling omg.. Mine is the Mayo sandwich ,everything is so true. I must be guilty.",PocahontasofVa,VinceSchilling
16041,@VinceSchilling: Laughing so much (and I shdn't be because I'm sick &amp; it's making me cough).,cykelly1718,VinceSchilling
16042,@VinceSchilling lol I have done every one of those. Awesome,hutchmichael197,VinceSchilling
16043,"@VinceSchilling and like a fool, i turned to a co-worker and said 'i wonder what he's trying to tell me' that was met w/a blank stare.",Gluonsrule,VinceSchilling
16044,@VinceSchilling i can relate. there was a raven outside the window at work (in nyc) &amp; i was transfixed trying to figure out what it wanted.,Gluonsrule,VinceSchilling
16045,"@VinceSchilling thank u brother, ur pretty damn awesome ur self! 😊👍",tonyenos,VinceSchilling
16046,@VinceSchilling that's a great reason.,RPGAlchemist,VinceSchilling
16047,@VinceSchilling love it! You look just like him ;),earthspeakorg,VinceSchilling
16048,@VinceSchilling have you taken the Presidents Schilling? https://t.co/RYbqGIhm2P @WhiteHouse,awedgewood,VinceSchilling
16049,@VinceSchilling - I am so proud of you &amp; happy for you!! Well done for repping Indian Country at the @WhiteHouse !!! #respect #Native #NDN,IconicImagery,VinceSchilling
16050,@VinceSchilling Explain how I've been disrespectful or don't bother wasting my time with tweets. That right does exist by the way.,Samuel_Shipman,VinceSchilling
16051,@VinceSchilling The most recent example of stupidity. Not surprised. https://t.co/pyHjREnP6l,DakotaCelt,VinceSchilling
16052,"@VinceSchilling THANK YOU VINCENT, I WANTED TO KNOW ALL THE NATIVE WOMEN WARRIORS IN THE HISTORY OF AZTECAN LAND OF USA ALASKA CANDA GROENLA",incacali69,VinceSchilling
16053,@VinceSchilling I thought that was Craig David! https://t.co/0vLXodh0V9,awedgewood,VinceSchilling
16054,@VinceSchilling 0/ Cuzn to our nene goose! #Str8N8v4LYF Style ◊ ♥ \m/\m/ ♥ ◊ https://t.co/BepHKkvsOj,RoknRob121,VinceSchilling
16055,"@VinceSchilling @HansumJay @DelSchilling When things were not okay we would say "" Are you sitting down?""",trinia_trinia,VinceSchilling
16056,@VinceSchilling @HansumJay @DelSchilling I grew up having this feeling of dread.,trinia_trinia,VinceSchilling
16057,@VinceSchilling well go visit him,49boomers,VinceSchilling
16058,@VinceSchilling 0/ and don't forget to @hokacoffee!!! #MotivationMonday #Str8N8v4LYF Style ◊ ♥ \m/\m/ ♥ ◊ https://t.co/eyy3N6x3xZ,RoknRob121,VinceSchilling
16059,@VinceSchilling That sounds good to me it's been one of those days,disneygoddes,VinceSchilling
16060,@VinceSchilling thanks! yeah was busy actually. Fun! But I think I over did it. Hope all is well with you and I hope you had a great weekend,Bitahnii,VinceSchilling
16061,@VinceSchilling I know the feeling.,Mel7Labrador,VinceSchilling
16062,@VinceSchilling everyday.,RPGAlchemist,VinceSchilling
16063,@VinceSchilling @NHL SO GOOD TEAM,incacali69,VinceSchilling
16064,"@VinceSchilling ha ha yeah most likely dehydration. I slept a full 8 for the 1st time lol. I lifted, golfed, stayed up late watching ufc",Bitahnii,VinceSchilling
16065,"@VinceSchilling Touching words, Vincent.",vbspurs,VinceSchilling
16066,@VinceSchilling you are freakin awesome! So is @DelSchilling. ❤️ to both of you!,theSarawithanH,VinceSchilling
16067,"@VinceSchilling Hey, you rock!",DakotaCelt,VinceSchilling
16068,@VinceSchilling So incredibly sad that anyone should ever feel that way but was a #brave young woman to tackle issue this way! #Dialogue ❤,sheryl_monk,VinceSchilling
16069,"@VinceSchilling @alexjacobs SO NICE ANCESTRAL MUSIC OF THE USA NATIVES AZTECA, PHOENIX. ARIZONA.",incacali69,VinceSchilling
16070,"@VinceSchilling @DelSchilling The 80s were awesome, no?",eughung,VinceSchilling
16071,@VinceSchilling @DelSchilling Kind of sad about the band's lead singer now though. Yikes.,FuzzyWuzzyTO,VinceSchilling
16072,@VinceSchilling @DelSchilling Great song!!,ggiaccardo,VinceSchilling
16073,{{{{{ @VinceSchilling @DelSchilling @SophiaChihuahua }}}}} \0/ #HappyAlohaFriday! #Str8N8v4LYF Style ◊ ♥ \m/\m/ ♥ ◊ https://t.co/rPGsGpst5U,RoknRob121,VinceSchilling
16074,"@VinceSchilling Tony Enos - ""Two Spirit"" official music video https://t.co/jVdsR1rqZ0 I pray for healing for our community &amp; youth. Aho.",tonyenos,VinceSchilling
16075,.@VinceSchilling You are! https://t.co/b4b8imxHHN,DelSchilling,VinceSchilling
16076,"@VinceSchilling @DelSchilling lucky guy! And keep up the good work, both of you :)",LookMaICanWrite,VinceSchilling
16077,@VinceSchilling Go get 'em Vince,CaryRosenbaum,VinceSchilling
16078,@VinceSchilling thank you! Your story&amp; @TheoFleury14 's etc will help to give so many others their voice and help open up that conversation,JaniGoneBanani,VinceSchilling
16079,@VinceSchilling I've always maintained that Tantoo Cardinal's best role was in a film called Where the Rivers Flow North. Check it out.,rezbird1,VinceSchilling
16080,@VinceSchilling @SophiaChihuahua &lt;--She's all better? Good!! @DelSchilling,janniaragon,VinceSchilling
16081,"@VinceSchilling @DelSchilling @Nativetrailblaz - peep this brill story re Eagles &amp; respect for them + nature 👇🏽  https://t.co/9arNSRmAMY
Here is a great story about the beauty of my boyhood home in New Orleans: Pontchartrain Park: https://t.co/oyjwtyNGrJ",Mitsawokett,VinceSchilling
16082,"@VinceSchilling No, thank YOU for continually scribing and educating! https://t.co/XBLSL4Al8V",fangirlsmash,VinceSchilling
16083,@VinceSchilling @PatOndabak this one for sure.,BeenAround3,VinceSchilling
16084,@VinceSchilling @DelSchilling you 2 are awesome!,dausonlovi,VinceSchilling
16085,@VinceSchilling Awesome list. I played Cash's song for my history class about Ira. Now I'm going to have to find a clip from Flags as well!,mikeets14,VinceSchilling
16086,"@VinceSchilling @indiancountry Thank you. I don't watch movies, but I will watch these. Jim&lt;-- Great Great Grandson of John Sarcoxie, Lenape",IplayMusic2,VinceSchilling
16087,"@VinceSchilling Excellent list! I recommend Reel Indians, Powwow Highway, Smoke Signals, and Flags of our Fathers to others.  #NDNfilms",DakotaCelt,VinceSchilling
16088,"@VinceSchilling Smoke Signals should have won for writing, acting, directing, and film! Bedard, Evans, and Cardinal were stellar! #NDNfilms",DakotaCelt,VinceSchilling
16089,@VinceSchilling What a scary and interesting image..,DakotaCelt,VinceSchilling
16090,@VinceSchilling @_sirtainly And saying little to nothing worth hearing. 😂,JustAhna,VinceSchilling
16091,"@VinceSchilling I try sooo hard to make strong tweets for the benefit of your peoples and others, yet the trolls refuse to come at me. :'-(",_oldmandownther,VinceSchilling
16092,"@VinceSchilling A goodly portion of them with egg/anime avis, demanding that you debate them, educate them, and EXPLAIN YOURSELF.",fangirlsmash,VinceSchilling
16093,@VinceSchilling @WhiteHouse @blogtalkradio Thanks for another great show! Love you &amp; @DelSchilling . Glad @LayhaS &amp; @_marilynnnfoxx called.,NERDSProud,VinceSchilling
16094,"@VinceSchilling @DelSchilling @grizzly_old 
You are very welcome!",KittyBhagat,VinceSchilling
16095,"@VinceSchilling @Nativetrailblaz @_marilynnnfoxx call in to share your idea &amp; youth initiative. (Also, pm me ur address!!)",NERDSProud,VinceSchilling
16096,@VinceSchilling The ongoing saga about the NDSU school song https://t.co/IncWjRGXEk,DakotaCelt,VinceSchilling
16097,"@VinceSchilling's  brilliant  Video:
Stay With Us Young Warriors, We Need You Here - https://t.co/4uvLVY1CX7 https://t.co/9Nogj7gJ8X
First Nations declare health emergency over suicide epidemic, lack of medical supplies https://t.co/v5GiwIRS5D #Indigenous #cdnpoli",MsRock4Ever,VinceSchilling
16098,"@VinceSchilling @NERDSProud:

OUTSTANDING",cykelly1718,VinceSchilling
16099,@VinceSchilling  here is teh second  link with the full lyrics of NDSU school song that is being revised  https://t.co/U7I5NEqcic,DakotaCelt,VinceSchilling
16100,@VinceSchilling Check this out. It appears NDSU has to change things https://t.co/U7I5NEqcic (1st link) Not nice references,DakotaCelt,VinceSchilling
16101,@VinceSchilling Thank You!!!  Talk to you Friday. Just landed in Sac. &amp; looking forward to getting home. Glad we had a chance to catch up.,NERDSProud,VinceSchilling
16102,@VinceSchilling @zhaabowekwe @BernieSanders another feather in your cap. https://t.co/LYJHAiUViD,mohr_martin,VinceSchilling
16103,"@VinceSchilling @zhaabowekwe You're working for @BernieSanders, Tara? I look forward to hearing more about it/from you.",JPRennquist,VinceSchilling
16104,@VinceSchilling @zhaabowekwe @BernieSanders Wonderful news!! Tara will show you the way for us!!,JohnfromBton,VinceSchilling
16105,@VinceSchilling @zhaabowekwe  I'd vote for Tara for President! not @BernieSanders,markamaro333,VinceSchilling
16106,@VinceSchilling @zhaabowekwe @BernieSanders No way....,ParisSammi,VinceSchilling
16107,@VinceSchilling @SophiaChihuahua  so cute.💟,Sams3pups,VinceSchilling
16108,@VinceSchilling @WhiteHouse @NERDSProud Very nice!,trinia_trinia,VinceSchilling
16109,"@VinceSchilling @DelSchilling @WhiteHouse @NERDSProud Shekon Vince, Shekon from the other side. :) Nice Photo.",SNGRCountry,VinceSchilling
16110,@VinceSchilling @alxhamer I so agree. So Proud of you Alex.  Love your writing.  Much Love to you Fam!,DelSchilling,VinceSchilling
16111,"@VinceSchilling @DelSchilling @NaniCoolJ 
Smart. Very smart..",Ringopingo123,VinceSchilling
16112,@VinceSchilling @DelSchilling two very genuine smiles :),IndigiGenius,VinceSchilling
16113,@VinceSchilling Thanks.,TLB8275,VinceSchilling
16114,@VinceSchilling great! Looking forward to it!,GEO_Henosis,VinceSchilling
16115,@VinceSchilling that photo is so awesome!!!,GEO_Henosis,VinceSchilling
16116,@VinceSchilling Why are you there? Just curious.☺,TLB8275,VinceSchilling
16117,@VinceSchilling terrific photo mr Vincent.,REALRickieRoo,VinceSchilling
16118,@VinceSchilling @MsRock4Ever Generally First Ladies are beloved as soon as they take on another role - all hell breaks lose.,S3CURITYBR3ACH,VinceSchilling
16119,@VinceSchilling @MsRock4Ever Clinton-Obama ticket maybe? #YesAllWomen :),S3CURITYBR3ACH,VinceSchilling
16120,@VinceSchilling how much time does it take to get ready?,awedgewood,VinceSchilling
16121,@VinceSchilling if that doesn't make you hungry...I had to count 57 sweet gherkin pickles and put em in a jar at Beatrice Foods. #Low-tech,hainesVI,VinceSchilling
16122,"@VinceSchilling I've been trying to figure out what a ""first tech job"" means.",sigje,VinceSchilling
16123,"@VinceSchilling @sigje Eeeewwwww! Sorry, Vince, but that sounds SO disgusting!",GarionCoyote,VinceSchilling
16124,@VinceSchilling start a hashtag #michelle4prez ??,learnmath4us,VinceSchilling
16125,{{{{{{{{{ @VinceSchilling @DelSchilling @MichaelBucher }}}}}}}}} \0/ #Str8N8v4LYF Style ◊ ♥ \m/\m/ ♥ ◊ https://t.co/2bQbj7y89X,RoknRob121,VinceSchilling
16126,@vinceschilling Nice. Got to get one of these for my wife,BOLLA67_,VinceSchilling
16127,"@VinceSchilling @IconicImagery I""d love to see movies about how Natives have to walk two worlds that shows hope for the human condition.",DakotaCelt,VinceSchilling
16128,@VinceSchilling @IconicImagery IT is distressing. It bothers me that there are few positive movies about Natives. They have stories.,DakotaCelt,VinceSchilling
16129,@VinceSchilling Right? Why can't we just appreciate all forms of beauty? The world is sad.,AshleyAlese,VinceSchilling
16130,@VinceSchilling i do.  But then the next problem is i have to pee.,BlueBirdFlour,VinceSchilling
16131,"Feeling POWERFUL after her success in GREASE? 
@VinceSchilling @VanessaHudgens",opechanga,VinceSchilling
16132,"@VinceSchilling No problem, Vince! Just wish that I could do more writing for ICTMN... #dayjob",Debkrol,VinceSchilling
16133,@VinceSchilling Just saw on Fox News Channel #vanessahudgens is probably going to be fined for the #SedonaRocks graffiti incident. Hope so!,Oddwhims,VinceSchilling
16134,"@VinceSchilling @MochaLisaccino She is trash, she get called on her appropriation almost every week and keep doing the same thing.",damourparamour,VinceSchilling
16135,@VinceSchilling  A grown man on a witch hunt? Are you going through her trash next?,TinaT73us,VinceSchilling
16136,@VinceSchilling .@VanessaHudgens sadly that's not all she's done - her twitter banner is a teepee and she's wearing a fake headdress outside,IndigiGenius,VinceSchilling
16137,"@VinceSchilling Thank you for reporting. This is horrifying. Native erasure, privilege, and ego wrapped into one image. @VanessaHudgens",fangirlsmash,VinceSchilling
16138,@VinceSchilling @VanessaHudgens Just because she's a celebrity shouldn't mean she's above the law.  It's so disrespectful on so many levels!,Oddwhims,VinceSchilling
16139,@VinceSchilling @VanessaHudgens Can't someone get fined or arrested for that?,Oddwhims,VinceSchilling
16140,"@VinceSchilling yup! those places are part of the Yavapai creation story, sigh.",Debkrol,VinceSchilling
16141,"@VinceSchilling of men being abused by their woman than there is vice versa, it struck me as not really strange bc I'd been abused growin up",AshN8ve,VinceSchilling
